KSHKOD,"TELNEV","TELNEV CLEAR",POP,SIZE_km2,latitude,longitude,SUBREG,SUBREGCENT,COUNTYCODE,COUNTYCENT,TOWN,REGION,UNIV
1721,"Porcsalma","Porcsalma",2538,3110,47.881596,22.570482,4502,0,15,0,0,6,0
2326,"Nyírmeggyes","Nyirmeggyes",2532,2879,47.913665,22.26448,4505,0,15,0,0,6,0
1753,"Gyöngyöshalász","Gyongyoshalasz",2531,2713,47.743591,19.91297,4004,0,10,0,0,5,0
2669,"Báránd","Barand",2530,4257,47.292367,21.228004,3907,0,9,0,0,6,0
1759,"Valkó","Valko",2524,3759,47.565166,19.51573,4304,0,13,0,0,1,0
396,"Ruzsa","Ruzsa",2522,8468,46.28957,19.748805,3605,0,6,0,0,7,0
582,"Vál","Val",2521,4048,47.36294,18.67962,3701,0,7,0,0,2,0
953,"Dunaszentgyörgy","Dunaszentgyorgy",2520,3763,46.527401,18.82597,4703,0,17,0,0,4,0
219,"Nemesvámos","Nemesvamos",2516,4078,47.055646,17.87064,4908,0,19,0,0,2,0
529,"Pilisszántó","Pilisszanto",2503,1596,47.667441,18.888311,4313,0,13,0,0,1,0
3011,"Berzence","Berzence",2502,5376,46.20767,17.14629,4402,0,14,0,0,4,0
1315,"Cece","Cece",2499,5885,46.763661,18.63473,3706,0,7,0,0,2,0
2455,"Abasár","Abasar",2498,2082,47.801527,20.004282,4004,0,10,0,0,5,0
1950,"Galgahévíz","Galgaheviz",2495,3118,47.619706,19.562288,4301,0,13,0,0,1,0
3333,"Lánycsók","Lanycsok",2489,2540,46.003346,18.627558,3202,0,2,0,0,4,0
2302,"Rudabánya","Rudabanya",2488,1646,48.376834,20.619772,3504,0,5,0,1,5,0
1388,"Tiszakeszi","Tiszakeszi",2487,4617,47.788355,20.99248,3514,0,5,0,0,5,0
1695,"Tornyospálca","Tornyospalca",2483,4365,48.264765,22.169135,4504,0,15,0,0,6,0
2001,"Bagamér","Bagamer",2478,4702,47.449693,21.989484,3908,0,9,0,0,6,0
1290,"Köröstarcsa","Korostarcsa",2477,6280,46.8764801,21.0304909,3407,0,4,0,0,7,0
2802,"Villány","Villany",2474,2202,45.86909,18.455215,3205,0,2,0,1,4,0
832,"Gyöngyöspata","Gyongyospata",2472,6075,47.813839,19.790489,4004,0,10,0,0,5,0
1207,"Pétervására","Petervasara",2464,3387,48.017945,20.102295,4006,1,10,0,1,5,0
2736,"Segesd","Segesd",2461,7309,46.34263,17.3476,4407,0,14,0,0,4,0
2808,"Gyöngyöstarján","Gyongyostarjan",2460,4639,47.812511,19.864691,4004,0,10,0,0,5,0
837,"Jászszentlászló","Jaszszentlaszlo",2458,6034,46.57012,19.754805,3308,0,3,0,0,7,0
3184,"Gara","Gara",2457,5996,46.032335,19.037755,3301,0,3,0,0,7,0
1351,"Jászszentandrás","Jaszszentandras",2435,4433,47.58222,20.17364,4601,0,16,0,0,6,0
